  Mid_Edge_x   Mid_Edge_y   Num u      Num_u - Exact_u    Num v      Num_v - Exact_v
      1.3924       1.5845      -0.0134      -0.0001      -0.1743       0.0003
      1.3509       1.6868      -0.1096      -0.0002      -0.2100       0.0001
      1.3875       1.6510      -0.0773      -0.0001      -0.1778       0.0002
      1.3440       1.7550      -0.1711      -0.0002      -0.2117       0.0000
      1.3810       1.7190      -0.1409      -0.0001      -0.1811       0.0002
      1.3359       1.8242      -0.2297      -0.0002      -0.2121       0.0000
      1.3730       1.7881      -0.2025      -0.0001      -0.1836       0.0002
      1.3269       1.8942      -0.2839      -0.0001      -0.2107       0.0000
      1.3639       1.8582      -0.2604      -0.0000      -0.1847       0.0001
      1.3174       1.9647      -0.3322      -0.0001      -0.2070      -0.0000
      1.3540       1.9289      -0.3131       0.0000      -0.1841       0.0001
      1.3438       2.0000      -0.3591       0.0001      -0.1812       0.0001
      1.3696       0.0358       0.0347       0.0004      -0.0001       0.0001
      1.4063       0.0000       0.0000       0.0000      -0.0000       0.0000
      1.3590       0.1071       0.1017       0.0001      -0.0022       0.0001
      1.3951       0.0718       0.0691      -0.0002      -0.0009      -0.0000
      1.3490       0.1779       0.1657      -0.0000      -0.0066       0.0001
      1.3844       0.1432       0.1360      -0.0004      -0.0037       0.0000
      1.3400       0.2479       0.2253      -0.0001      -0.0133       0.0001
      1.3745       0.2140       0.1991      -0.0005      -0.0086       0.0000
      1.3324       0.3168       0.2793      -0.0002      -0.0222       0.0001
      1.3658       0.2837       0.2570      -0.0006      -0.0156       0.0000
      1.3263       0.3843       0.3270      -0.0002      -0.0330       0.0000
      1.3587       0.3521       0.3088      -0.0006      -0.0244       0.0000
      1.3222       0.4502       0.3678      -0.0003      -0.0452       0.0000
      1.3535       0.4190       0.3538      -0.0006      -0.0348       0.0000
      1.3201       0.5145       0.4018      -0.0003      -0.0582      -0.0000
      1.3502       0.4842       0.3917      -0.0006      -0.0462       0.0000
      1.3201       0.5770       0.4288      -0.0003      -0.0715      -0.0000
      1.3491       0.5476       0.4224      -0.0006      -0.0581       0.0001
      1.3222       0.6377       0.4492      -0.0002      -0.0846      -0.0000
      1.3502       0.6092       0.4462      -0.0006      -0.0698       0.0001
      1.3263       0.6968       0.4631      -0.0002      -0.0968      -0.0001
      1.3535       0.6690       0.4633      -0.0006      -0.0809       0.0001
      1.3324       0.7543       0.4710      -0.0002      -0.1077      -0.0001
      1.3587       0.7271       0.4741      -0.0005      -0.0908       0.0001
      1.3400       0.8104       0.4731      -0.0002      -0.1170      -0.0001
      1.3658       0.7837       0.4788      -0.0005      -0.0992       0.0001
      1.3490       0.8654       0.4696      -0.0001      -0.1245      -0.0001
      1.3745       0.8390       0.4777      -0.0005      -0.1058       0.0001
      1.3590       0.9196       0.4607      -0.0001      -0.1301      -0.0001
      1.3844       0.8932       0.4712      -0.0005      -0.1104       0.0001
      1.3696       0.9733       0.4464      -0.0001      -0.1339      -0.0000
      1.3951       0.9468       0.4592      -0.0005      -0.1132       0.0002
      1.3804       1.0267       0.4269      -0.0001      -0.1360      -0.0000
      1.4063       1.0000       0.4420      -0.0004      -0.1142       0.0002
      1.3910       1.0804       0.4021      -0.0001      -0.1369       0.0000
      1.4174       1.0532       0.4195      -0.0004      -0.1138       0.0002
      1.4010       1.1346       0.3719      -0.0001      -0.1368       0.0001
      1.4281       1.1068       0.3918      -0.0004      -0.1123       0.0002
      1.4100       1.1896       0.3364      -0.0001      -0.1361       0.0001
      1.4380       1.1610       0.3587      -0.0003      -0.1102       0.0003
      1.4176       1.2457       0.2955      -0.0001      -0.1352       0.0001
      1.4467       1.2163       0.3202      -0.0003      -0.1078       0.0003
      1.4237       1.3032       0.2494      -0.0001      -0.1347       0.0002
      1.4538       1.2729       0.2765      -0.0003      -0.1057       0.0003
      1.4278       1.3623       0.1983      -0.0001      -0.1348       0.0002
      1.4590       1.3310       0.2276      -0.0002      -0.1043       0.0003
      1.4299       1.4230       0.1427      -0.0001      -0.1358       0.0002
      1.4623       1.3908       0.1739      -0.0002      -0.1039       0.0003
      1.4299       1.4855       0.0831      -0.0001      -0.1378       0.0002
      1.4634       1.4524       0.1158      -0.0002      -0.1048       0.0003
      1.4278       1.5498       0.0205      -0.0001      -0.1408       0.0002
      1.4623       1.5158       0.0541      -0.0002      -0.1070       0.0003
      1.4237       1.6157      -0.0440      -0.0001      -0.1446       0.0002
      1.4590       1.5810      -0.0102      -0.0001      -0.1106       0.0003
      1.4176       1.6832      -0.1090      -0.0002      -0.1488       0.0001
      1.4538       1.6479      -0.0759      -0.0001      -0.1151       0.0002
      1.4100       1.7521      -0.1729      -0.0001      -0.1528       0.0001
      1.4467       1.7163      -0.1414      -0.0001      -0.1201       0.0002
      1.4010       1.8221      -0.2341      -0.0001      -0.1562       0.0000
      1.4380       1.7860      -0.2051      -0.0000      -0.1251       0.0002
      1.3910       1.8929      -0.2908      -0.0001      -0.1583       0.0000
      1.4281       1.8568      -0.2652      -0.0000      -0.1294       0.0001
      1.3804       1.9642      -0.3414      -0.0000      -0.1585      -0.0000
      1.4174       1.9282      -0.3201       0.0000      -0.1324       0.0001
      1.4063       2.0000      -0.3681       0.0001      -0.1335       0.0001
      1.4318       0.0360       0.0357       0.0004      -0.0000       0.0002
      1.4688       0.0000       0.0000       0.0000      -0.0000       0.0000
      1.4205       0.1079       0.1048       0.0001      -0.0016       0.0001
      1.4572       0.0722       0.0707      -0.0003      -0.0006       0.0000
      1.4099       0.1793       0.1709      -0.0000      -0.0049       0.0001
      1.4460       0.1440       0.1393      -0.0004      -0.0025       0.0000
      1.4003       0.2497       0.2324      -0.0002      -0.0101       0.0001
      1.4357       0.2150       0.2041      -0.0005      -0.0060       0.0000
      1.3922       0.3190       0.2882      -0.0002      -0.0171       0.0001
      1.4267       0.2850       0.2637      -0.0006      -0.0112       0.0001
      1.3859       0.3868       0.3373      -0.0003      -0.0256       0.0001
      1.4193       0.3537       0.3169      -0.0007      -0.0178       0.0001
      1.3815       0.4530       0.3793      -0.0003      -0.0353       0.0001
      1.4138       0.4208       0.3630      -0.0007      -0.0257       0.0001
      1.3792       0.5173       0.4140      -0.0003      -0.0457       0.0000
      1.4105       0.4861       0.4019      -0.0007      -0.0343       0.0001
      1.3792       0.5798       0.4415      -0.0003      -0.0561       0.0000
      1.4093       0.5495       0.4332      -0.0007      -0.0432       0.0001
      1.3815       0.6405       0.4619      -0.0002      -0.0660      -0.0000
      1.4105       0.6111       0.4573      -0.0006      -0.0518       0.0001
      1.3859       0.6993       0.4757      -0.0002      -0.0749      -0.0000
      1.4138       0.6708       0.4744      -0.0006      -0.0595       0.0001
      1.3922       0.7565       0.4832      -0.0002      -0.0824      -0.0000
      1.4193       0.7287       0.4849      -0.0006      -0.0660       0.0001
      1.4003       0.8122       0.4847      -0.0002      -0.0881      -0.0000
      1.4267       0.7850       0.4891      -0.0006      -0.0709       0.0001
      1.4099       0.8668       0.4806      -0.0002      -0.0919      -0.0000
      1.4357       0.8400       0.4875      -0.0005      -0.0738       0.0001
      1.4205       0.9204       0.4709      -0.0001      -0.0938      -0.0000
      1.4460       0.8940       0.4802      -0.0005      -0.0749       0.0002
      1.4318       0.9735       0.4560      -0.0001      -0.0938      -0.0000
      1.4572       0.9472       0.4675      -0.0005      -0.0741       0.0002
      1.4432       1.0265       0.4357      -0.0001      -0.0923       0.0000
      1.4688       1.0000       0.4495      -0.0005      -0.0716       0.0002
      1.4545       1.0796       0.4102      -0.0001      -0.0895       0.0001
      1.4803       1.0528       0.4262      -0.0004      -0.0677       0.0002
      1.4651       1.1332       0.3794      -0.0001      -0.0860       0.0001
      1.4915       1.1060       0.3978      -0.0004      -0.0629       0.0002
      1.4747       1.1878       0.3433      -0.0001      -0.0821       0.0001
      1.5018       1.1600       0.3640      -0.0004      -0.0576       0.0003
      1.4828       1.2435       0.3020      -0.0001      -0.0783       0.0002
      1.5108       1.2150       0.3250      -0.0003      -0.0523       0.0003
      1.4891       1.3007       0.2553      -0.0001      -0.0753       0.0002
      1.5182       1.2713       0.2808      -0.0003      -0.0477       0.0003
      1.4935       1.3595       0.2037      -0.0001      -0.0733       0.0003
      1.5237       1.3292       0.2315      -0.0002      -0.0441       0.0003
      1.4958       1.4202       0.1474      -0.0001      -0.0728       0.0003
      1.5270       1.3889       0.1773      -0.0002      -0.0420       0.0003
      1.4958       1.4827       0.0871      -0.0001      -0.0739       0.0003
      1.5282       1.4505       0.1188      -0.0002      -0.0417       0.0003
      1.4935       1.5470       0.0235      -0.0001      -0.0767       0.0002
      1.5270       1.5139       0.0565      -0.0001      -0.0433       0.0003
      1.4891       1.6132      -0.0422      -0.0001      -0.0809       0.0002
      1.5237       1.5792      -0.0085      -0.0001      -0.0468       0.0003
      1.4828       1.6810      -0.1086      -0.0001      -0.0864       0.0002
      1.5182       1.6463      -0.0751      -0.0001      -0.0520       0.0002
      1.4747       1.7503      -0.1742      -0.0001      -0.0924       0.0001
      1.5108       1.7150      -0.1417      -0.0001      -0.0585       0.0002
      1.4651       1.8207      -0.2371      -0.0001      -0.0984       0.0001
      1.5018       1.7850      -0.2067      -0.0000      -0.0656       0.0001
      1.4545       1.8921      -0.2957      -0.0001      -0.1037       0.0000
      1.4915       1.8560      -0.2683      -0.0000      -0.0726       0.0001
      1.4432       1.9640      -0.3482      -0.0000      -0.1077      -0.0000
      1.4803       1.9278      -0.3247       0.0000      -0.0789       0.0001
      1.4688       2.0000      -0.3744       0.0001      -0.0837       0.0001
      1.4941       0.0361       0.0362       0.0004       0.0001       0.0002
      1.5313       0.0000       0.0000       0.0000      -0.0000       0.0000
      1.4827       0.1082       0.1066       0.0001      -0.0008       0.0002
      1.5197       0.0722       0.0715      -0.0003      -0.0002       0.0000
      1.4719       0.1797       0.1741      -0.0001      -0.0030       0.0002
      1.5085       0.1440       0.1410      -0.0005      -0.0012       0.0000
      1.4621       0.2503       0.2370      -0.0002      -0.0064       0.0002
      1.4982       0.2150       0.2068      -0.0006      -0.0032       0.0001
      1.4538       0.3197       0.2941      -0.0002      -0.0113       0.0002
      1.4892       0.2850       0.2674      -0.0007      -0.0063       0.0001
      1.4473       0.3876       0.3444      -0.0003      -0.0173       0.0001
      1.4818       0.3537       0.3216      -0.0007      -0.0105       0.0001
      1.4429       0.4539       0.3874      -0.0003      -0.0242       0.0001
      1.4763       0.4208       0.3688      -0.0007      -0.0155       0.0001
      1.4406       0.5183       0.4228      -0.0003      -0.0315       0.0001
      1.4730       0.4861       0.4084      -0.0007      -0.0211       0.0001
      1.4406       0.5808       0.4507      -0.0003      -0.0387       0.0001
      1.4718       0.5495       0.4403      -0.0007      -0.0267       0.0001
      1.4429       0.6414       0.4713      -0.0002      -0.0453       0.0000
      1.4730       0.6111       0.4647      -0.0007      -0.0319       0.0001
      1.4473       0.7001       0.4851      -0.0002      -0.0507       0.0000
      1.4763       0.6708       0.4819      -0.0007      -0.0361       0.0001
      1.4538       0.7572       0.4922      -0.0002      -0.0547      -0.0000
      1.4818       0.7287       0.4922      -0.0006      -0.0391       0.0001
      1.4621       0.8128       0.4932      -0.0002      -0.0569      -0.0000
      1.4892       0.7850       0.4961      -0.0006      -0.0404       0.0001
      1.4719       0.8672       0.4883      -0.0002      -0.0572      -0.0000
      1.4982       0.8400       0.4938      -0.0006      -0.0399       0.0002
      1.4827       0.9207       0.4779      -0.0002      -0.0555       0.0000
      1.5085       0.8940       0.4858      -0.0005      -0.0376       0.0002
      1.4941       0.9736       0.4621      -0.0001      -0.0522       0.0000
      1.5197       0.9472       0.4723      -0.0005      -0.0335       0.0002
      1.5059       1.0264       0.4410      -0.0001      -0.0473       0.0001
      1.5313       1.0000       0.4535      -0.0005      -0.0278       0.0002
      1.5173       1.0793       0.4148      -0.0001      -0.0414       0.0001
      1.5428       1.0528       0.4294      -0.0004      -0.0209       0.0002
      1.5281       1.1328       0.3833      -0.0001      -0.0348       0.0001
      1.5540       1.1060       0.4002      -0.0004      -0.0132       0.0002
      1.5379       1.1872       0.3466      -0.0001      -0.0281       0.0002
      1.5643       1.1600       0.3658      -0.0004      -0.0052       0.0003
      1.5462       1.2428       0.3047      -0.0001      -0.0218       0.0002
      1.5733       1.2150       0.3262      -0.0003       0.0025       0.0003
      1.5527       1.2999       0.2577      -0.0001      -0.0166       0.0003
      1.5807       1.2713       0.2816      -0.0003       0.0093       0.0003
      1.5571       1.3586       0.2057      -0.0001      -0.0128       0.0003
      1.5862       1.3292       0.2320      -0.0002       0.0148       0.0003
      1.5594       1.4192       0.1491      -0.0001      -0.0108       0.0003
      1.5895       1.3889       0.1776      -0.0002       0.0184       0.0003
      1.5594       1.4817       0.0885      -0.0001      -0.0110       0.0003
      1.5907       1.4505       0.1190      -0.0001       0.0199       0.0003
      1.5571       1.5461       0.0246      -0.0001      -0.0134       0.0003
      1.5895       1.5139       0.0566      -0.0001       0.0190       0.0003
      1.5527       1.6124      -0.0416      -0.0001      -0.0179       0.0002
      1.5862       1.5792      -0.0085      -0.0001       0.0156       0.0003
      1.5462       1.6803      -0.1086      -0.0001      -0.0241       0.0002
      1.5807       1.6463      -0.0753      -0.0001       0.0100       0.0002
      1.5379       1.7497      -0.1750      -0.0001      -0.0317       0.0001
      1.5733       1.7150      -0.1422      -0.0000       0.0026       0.0002
      1.5281       1.8203      -0.2389      -0.0001      -0.0399       0.0001
      1.5643       1.7850      -0.2077      -0.0000      -0.0061       0.0001
      1.5173       1.8918      -0.2986      -0.0001      -0.0480       0.0000
      1.5540       1.8560      -0.2699       0.0000      -0.0154       0.0001
      1.5059       1.9639      -0.3523      -0.0000      -0.0553      -0.0000
      1.5428       1.9278      -0.3272       0.0001      -0.0245       0.0000
      1.5313       2.0000      -0.3777       0.0001      -0.0326       0.0000
      1.5568       0.0360       0.0363       0.0004       0.0002       0.0002
      1.5938       0.0000       0.0000       0.0000       0.0000       0.0000
      1.5455       0.1079       0.1071       0.0001      -0.0001       0.0002
      1.5826       0.0718       0.0712      -0.0003       0.0001       0.0000
      1.5349       0.1793       0.1751      -0.0001      -0.0009       0.0002
      1.5719       0.1432       0.1408      -0.0005       0.0001       0.0001
      1.5253       0.2497       0.2388      -0.0002      -0.0026       0.0002
      1.5620       0.2140       0.2068      -0.0006      -0.0003       0.0001
      1.5172       0.3190       0.2967      -0.0002      -0.0051       0.0002
      1.5533       0.2837       0.2679      -0.0007      -0.0013       0.0001
      1.5109       0.3868       0.3478      -0.0003      -0.0083       0.0002
      1.5462       0.3521       0.3228      -0.0008      -0.0028       0.0001
      1.5065       0.4530       0.3916      -0.0003      -0.0121       0.0002
      1.5410       0.4190       0.3705      -0.0008      -0.0048       0.0001
      1.5042       0.5173       0.4277      -0.0003      -0.0161       0.0001
      1.5377       0.4842       0.4108      -0.0008      -0.0070       0.0002
      1.5042       0.5798       0.4560      -0.0003      -0.0198       0.0001
      1.5366       0.5476       0.4432      -0.0008      -0.0091       0.0002
      1.5065       0.6405       0.4769      -0.0002      -0.0228       0.0001
      1.5377       0.6092       0.4680      -0.0007      -0.0107       0.0002
      1.5109       0.6993       0.4906      -0.0002      -0.0247       0.0001
      1.5410       0.6690       0.4854      -0.0007      -0.0113       0.0002
      1.5172       0.7565       0.4975      -0.0002      -0.0251       0.0000
      1.5462       0.7271       0.4956      -0.0007      -0.0107       0.0002
      1.5253       0.8122       0.4981      -0.0002      -0.0239       0.0000
      1.5533       0.7837       0.4992      -0.0006      -0.0085       0.0002
      1.5349       0.8668       0.4926      -0.0002      -0.0208       0.0000
      1.5620       0.8390       0.4965      -0.0006      -0.0047       0.0002
      1.5455       0.9204       0.4814      -0.0002      -0.0160       0.0000
      1.5719       0.8932       0.4879      -0.0006       0.0008       0.0002
      1.5568       0.9735       0.4648      -0.0002      -0.0095       0.0001
      1.5826       0.9468       0.4736      -0.0005       0.0080       0.0002
      1.5682       1.0265       0.4428      -0.0002      -0.0018       0.0001
      1.5938       1.0000       0.4539      -0.0005       0.0165       0.0002
      1.5795       1.0796       0.4157      -0.0001       0.0069       0.0001
      1.6049       1.0532       0.4290      -0.0004       0.0260       0.0002
      1.5901       1.1332       0.3835      -0.0001       0.0160       0.0002
      1.6156       1.1068       0.3990      -0.0004       0.0360       0.0002
      1.5997       1.1878       0.3462      -0.0001       0.0250       0.0002
      1.6255       1.1610       0.3640      -0.0003       0.0462       0.0003
      1.6078       1.2435       0.3039      -0.0001       0.0334       0.0003
      1.6342       1.2163       0.3239      -0.0003       0.0558       0.0003
      1.6141       1.3007       0.2565      -0.0001       0.0405       0.0003
      1.6413       1.2729       0.2789      -0.0003       0.0645       0.0003
      1.6185       1.3595       0.2044      -0.0001       0.0459       0.0003
      1.6465       1.3310       0.2292      -0.0002       0.0715       0.0003
      1.6208       1.4202       0.1479      -0.0001       0.0491       0.0003
      1.6498       1.3908       0.1749      -0.0002       0.0764       0.0003
      1.6208       1.4827       0.0874      -0.0001       0.0498       0.0003
      1.6509       1.4524       0.1164      -0.0001       0.0789       0.0003
      1.6185       1.5470       0.0236      -0.0001       0.0479       0.0003
      1.6498       1.5158       0.0545      -0.0001       0.0787       0.0003
      1.6141       1.6132      -0.0423      -0.0001       0.0435       0.0003
      1.6465       1.5810      -0.0102      -0.0001       0.0757       0.0003
      1.6078       1.6810      -0.1092      -0.0001       0.0367       0.0002
      1.6413       1.6479      -0.0764      -0.0000       0.0700       0.0002
      1.5997       1.7503      -0.1756      -0.0000       0.0281       0.0001
      1.6342       1.7163      -0.1429       0.0000       0.0620       0.0002
      1.5901       1.8207      -0.2396      -0.0000       0.0182       0.0001
      1.6255       1.7860      -0.2080       0.0000       0.0522       0.0001
      1.5795       1.8921      -0.2996      -0.0000       0.0078       0.0000
      1.6156       1.8568      -0.2700       0.0001       0.0413       0.0001
      1.5682       1.9640      -0.3539      -0.0000      -0.0022      -0.0000
      1.6049       1.9282      -0.3273       0.0001       0.0299       0.0000
      1.5938       2.0000      -0.3781       0.0001       0.0190      -0.0000
      1.6196       0.0358       0.0360       0.0004       0.0002       0.0002
      1.6563       0.0000       0.0000       0.0000       0.0000       0.0000
      1.6090       0.1071       0.1062       0.0001       0.0006       0.0002
      1.6460       0.0711       0.0701      -0.0003       0.0004       0.0000
      1.5990       0.1779       0.1740      -0.0001       0.0011       0.0002
      1.6361       0.1418       0.1388      -0.0005       0.0014       0.0001
      1.5900       0.2479       0.2376      -0.0002       0.0014       0.0002
      1.6270       0.2119       0.2043      -0.0007       0.0026       0.0001
      1.5824       0.3168       0.2957      -0.0003       0.0014       0.0002
      1.6190       0.2810       0.2651      -0.0007       0.0038       0.0001
      1.5763       0.3843       0.3473      -0.0003       0.0010       0.0002
      1.6125       0.3490       0.3200      -0.0008       0.0050       0.0002
      1.5722       0.4502       0.3915      -0.0003       0.0005       0.0002
      1.6076       0.4155       0.3680      -0.0008       0.0062       0.0002
      1.5701       0.5145       0.4281      -0.0003       0.0000       0.0002
      1.6046       0.4805       0.4086      -0.0008       0.0074       0.0002
      1.5701       0.5770       0.4569      -0.0003      -0.0001       0.0002
      1.6036       0.5439       0.4415      -0.0008       0.0089       0.0002
      1.5722       0.6377       0.4781      -0.0003       0.0006       0.0001
      1.6046       0.6055       0.4667      -0.0008       0.0111       0.0002
      1.5763       0.6968       0.4919      -0.0002       0.0024       0.0001
      1.6076       0.6655       0.4843      -0.0008       0.0142       0.0002
      1.5824       0.7543       0.4987      -0.0002       0.0055       0.0001
      1.6125       0.7240       0.4947      -0.0007       0.0184       0.0002
      1.5900       0.8104       0.4990      -0.0002       0.0101       0.0001
      1.6190       0.7810       0.4981      -0.0007       0.0240       0.0002
      1.5990       0.8654       0.4930      -0.0002       0.0164       0.0001
      1.6270       0.8369       0.4951      -0.0006       0.0311       0.0002
      1.6090       0.9196       0.4812      -0.0002       0.0242       0.0001
      1.6361       0.8918       0.4861      -0.0006       0.0396       0.0002
      1.6196       0.9733       0.4638      -0.0002       0.0334       0.0001
      1.6460       0.9461       0.4712      -0.0005       0.0495       0.0002
      1.6304       1.0267       0.4411      -0.0002       0.0437       0.0001
      1.6563       1.0000       0.4508      -0.0005       0.0604       0.0002
      1.6410       1.0804       0.4133      -0.0002       0.0546       0.0002
      1.6665       1.0539       0.4252      -0.0004       0.0721       0.0002
      1.6510       1.1346       0.3803      -0.0001       0.0658       0.0002
      1.6764       1.1082       0.3945      -0.0004       0.0842       0.0002
      1.6600       1.1896       0.3425      -0.0001       0.0767       0.0002
      1.6855       1.1631       0.3589      -0.0003       0.0961       0.0002
      1.6676       1.2457       0.2997      -0.0001       0.0867       0.0003
      1.6935       1.2190       0.3184      -0.0003       0.1073       0.0003
      1.6737       1.3032       0.2522      -0.0001       0.0953       0.0003
      1.7000       1.2760       0.2731      -0.0002       0.1173       0.0003
      1.6778       1.3623       0.2001      -0.0001       0.1019       0.0003
      1.7049       1.3345       0.2234      -0.0002       0.1255       0.0003
      1.6799       1.4230       0.1438      -0.0001       0.1062       0.0003
      1.7079       1.3945       0.1693      -0.0001       0.1315       0.0003
      1.6799       1.4855       0.0838      -0.0001       0.1078       0.0003
      1.7089       1.4561       0.1114      -0.0001       0.1348       0.0003
      1.6778       1.5498       0.0207      -0.0001       0.1064       0.0003
      1.7079       1.5195       0.0502      -0.0001       0.1353       0.0003
      1.6737       1.6157      -0.0444      -0.0000       0.1022       0.0003
      1.7049       1.5845      -0.0134      -0.0000       0.1327       0.0002
      1.6676       1.6832      -0.1104      -0.0000       0.0952       0.0002
      1.7000       1.6510      -0.0785       0.0000       0.1272       0.0002
      1.6600       1.7521      -0.1759      -0.0000       0.0860       0.0002
      1.6935       1.7190      -0.1438       0.0000       0.1190       0.0002
      1.6510       1.8221      -0.2393       0.0000       0.0750       0.0001
      1.6855       1.7881      -0.2077       0.0001       0.1085       0.0001
      1.6410       1.8929      -0.2988       0.0000       0.0630       0.0000
      1.6764       1.8582      -0.2687       0.0001       0.0964       0.0000
      1.6304       1.9642      -0.3528      -0.0000       0.0507      -0.0000
      1.6665       1.9289      -0.3252       0.0001       0.0834      -0.0000
      1.6563       2.0000      -0.3755       0.0001       0.0703      -0.0000
      1.6826       0.0353       0.0352       0.0003       0.0003       0.0002
      1.7188       0.0000       0.0000       0.0000       0.0000       0.0000
      1.6731       0.1058       0.1040       0.0001       0.0013       0.0002
      1.7097       0.0700       0.0681      -0.0003       0.0007       0.0000
      1.6641       0.1758       0.1706      -0.0001       0.0031       0.0002
      1.7011       0.1397       0.1350      -0.0005       0.0026       0.0001
      1.6560       0.2450       0.2334      -0.0002       0.0053       0.0003
      1.6931       0.2089       0.1991      -0.0007       0.0053       0.0001
      1.6491       0.3132       0.2911      -0.0003       0.0077       0.0003
      1.6861       0.2772       0.2589      -0.0008       0.0087       0.0002
      1.6437       0.3802       0.3425      -0.0003       0.0103       0.0003
      1.6804       0.3445       0.3132      -0.0008       0.0126       0.0002
      1.6400       0.4458       0.3869      -0.0003       0.0131       0.0002
      1.6761       0.4105       0.3610      -0.0009       0.0168       0.0002
      1.6381       0.5099       0.4238      -0.0003       0.0162       0.0002
      1.6735       0.4752       0.4017      -0.0009       0.0215       0.0002
      1.6381       0.5724       0.4530      -0.0003       0.0199       0.0002
      1.6726       0.5385       0.4349      -0.0009       0.0268       0.0002
      1.6400       0.6333       0.4745      -0.0003       0.0243       0.0002
      1.6735       0.6002       0.4604      -0.0008       0.0327       0.0002
      1.6437       0.6927       0.4886      -0.0002       0.0298       0.0001
      1.6761       0.6605       0.4783      -0.0008       0.0395       0.0002
      1.6491       0.7507       0.4955      -0.0002       0.0364       0.0001
      1.6804       0.7195       0.4890      -0.0008       0.0474       0.0002
      1.6560       0.8075       0.4957      -0.0002       0.0444       0.0001
      1.6861       0.7772       0.4926      -0.0007       0.0564       0.0002
      1.6641       0.8633       0.4895      -0.0002       0.0537       0.0001
      1.6931       0.8339       0.4896      -0.0007       0.0666       0.0002
      1.6731       0.9183       0.4772      -0.0002       0.0642       0.0001
      1.7011       0.8897       0.4803      -0.0006       0.0779       0.0002
      1.6826       0.9728       0.4593      -0.0002       0.0759       0.0001
      1.7097       0.9450       0.4651      -0.0006       0.0903       0.0002
      1.6924       1.0272       0.4360      -0.0002       0.0883       0.0002
      1.7188       1.0000       0.4443      -0.0005       0.1034       0.0002
      1.7019       1.0817       0.4075      -0.0002       0.1012       0.0002
      1.7278       1.0550       0.4181      -0.0004       0.1170       0.0002
      1.7109       1.1367       0.3739      -0.0002       0.1140       0.0002
      1.7364       1.1103       0.3869      -0.0004       0.1307       0.0002
      1.7190       1.1925       0.3356      -0.0001       0.1264       0.0002
      1.7444       1.1661       0.3508      -0.0003       0.1440       0.0002
      1.7259       1.2493       0.2925      -0.0001       0.1376       0.0003
      1.7514       1.2228       0.3100      -0.0003       0.1564       0.0002
      1.7313       1.3073       0.2450      -0.0001       0.1473       0.0003
      1.7571       1.2805       0.2646      -0.0002       0.1674       0.0002
      1.7350       1.3667       0.1931      -0.0001       0.1549       0.0003
      1.7614       1.3395       0.2150      -0.0002       0.1765       0.0002
      1.7369       1.4276       0.1373      -0.0001       0.1600       0.0003
      1.7640       1.3998       0.1614      -0.0001       0.1832       0.0002
      1.7369       1.4901       0.0781      -0.0001       0.1623       0.0003
      1.7649       1.4615       0.1043      -0.0001       0.1872       0.0002
      1.7350       1.5542       0.0161      -0.0000       0.1615       0.0003
      1.7640       1.5248       0.0442      -0.0000       0.1883       0.0002
      1.7313       1.6198      -0.0477      -0.0000       0.1576       0.0002
      1.7614       1.5895      -0.0180      -0.0000       0.1862       0.0002
      1.7259       1.6868      -0.1122       0.0000       0.1508       0.0002
      1.7571       1.6555      -0.0814       0.0000       0.1809       0.0002
      1.7190       1.7550      -0.1761       0.0000       0.1413       0.0002
      1.7514       1.7228      -0.1448       0.0001       0.1728       0.0001
      1.7109       1.8242      -0.2379       0.0001       0.1297       0.0001
      1.7444       1.7911      -0.2068       0.0001       0.1621       0.0001
      1.7019       1.8942      -0.2962       0.0000       0.1165       0.0000
      1.7364       1.8603      -0.2660       0.0001       0.1494       0.0000
      1.6924       1.9647      -0.3492       0.0000       0.1026      -0.0000
      1.7278       1.9300      -0.3209       0.0001       0.1353      -0.0000
      1.7188       2.0000      -0.3701       0.0001       0.1205      -0.0001
      1.7459       0.0347       0.0339       0.0003       0.0004       0.0002
      1.7813       0.0000       0.0000       0.0000       0.0000       0.0000
      1.7377       0.1040       0.1004       0.0001       0.0020       0.0002
      1.7739       0.0687       0.0653      -0.0003       0.0010       0.0001
      1.7301       0.1728       0.1650      -0.0001       0.0049       0.0003
      1.7668       0.1371       0.1297      -0.0006       0.0037       0.0001
      1.7232       0.2411       0.2263      -0.0002       0.0088       0.0003
      1.7602       0.2050       0.1916      -0.0007       0.0078       0.0002
      1.7174       0.3084       0.2828      -0.0003       0.0136       0.0003
      1.7545       0.2723       0.2496      -0.0008       0.0132       0.0002
      1.7128       0.3748       0.3336      -0.0003       0.0190       0.0003
      1.7498       0.3387       0.3026      -0.0009       0.0195       0.0002
      1.7096       0.4399       0.3777      -0.0003       0.0251       0.0003
      1.7463       0.4042       0.3497      -0.0009       0.0268       0.0002
      1.7080       0.5038       0.4146      -0.0003       0.0318       0.0002
      1.7441       0.4685       0.3900      -0.0009       0.0348       0.0002
      1.7080       0.5663       0.4440      -0.0003       0.0392       0.0002
      1.7434       0.5316       0.4232      -0.0009       0.0436       0.0002
      1.7096       0.6274       0.4659      -0.0003       0.0474       0.0002
      1.7441       0.5935       0.4490      -0.0009       0.0533       0.0002
      1.7128       0.6873       0.4803      -0.0002       0.0565       0.0002
      1.7463       0.6542       0.4673      -0.0008       0.0638       0.0002
      1.7174       0.7459       0.4876      -0.0002       0.0667       0.0001
      1.7498       0.7137       0.4784      -0.0008       0.0752       0.0001
